text,label
"Premise: uh-huh oh yeah all the people for right uh life or something

Hypothesis: yeah lots of people for the right life ",0
"Premise: He threw one of them and shot the other.

Hypothesis: He kept his gun holstered.",2
"Premise: They won't be killing off George Clooney's character at ER like they did to Jimmy Smits at NYPD . Instead, Dr. Doug Ross is being forced out over the next two episodes because the maverick heartthrob gives an unauthorized painkiller to a terminally ill boy (Thursday, 10 p.m.).

Hypothesis: George Clooney's character will give an unauthorized painkiller to his patient in episode 7. ",1
"Premise: Bien! he said at last. 

Hypothesis: He wasted no time speaking. ",2
"Premise: CHAPTER 6: HUMAN CAPITAL

Hypothesis: Capital is money, not people.",2
"Premise: 6 cents are used for domestic investment.

Hypothesis: Investing in domestic companies.",0
"Premise: Now sink of sorrow I who live--the more the wrong!Who wishing death, whom death denies, whose thread is all too long;Who tied to wretched life, who looks for no relief,Must spend my ever dying days in never ending grief.

Hypothesis: I live in a constant state of despair and depression. ",0
"Premise: Trump, who said he would decide by March whether to run for president, would likely spend $100 million to $200 million of his own money on a campaign.

Hypothesis: Even if he ran from President, Trump's campaign would not receive any of his money. ",2
"Premise: Piccadilly Tube station.

Hypothesis: Piccadilly subway station. ",0
"Premise: Twenty-eight grants targeted statewide web sites, which encompass not only all of the LSC programs in a state, but other state justice community partners.

Hypothesis: You can get a grant to build a prison.",1
"Premise: When the next modernist revolution comes around, he'll be ready.

Hypothesis: They have been prepping for years.",1
"Premise: that's really true a lot of it is um the color certain colors seem to be more acceptable

Hypothesis: Certain colors seem to be more acceptable.",0
"Premise: uh-huh and is it true i mean is it um

Hypothesis: It is completely wrong.",2
"Premise: Lie back, and DON'T THINK.

Hypothesis: Stand up and start thinking.",2
"Premise: NHTSA noted that the only other possible interpretation of section 330 was to treat the phrase standards promulgated . . . prior to the enactment of this section as

Hypothesis: The only other possible interpretation of section 330 was to treat the phrase standards promulgated, as noted by NHTSA.",0
"Premise: you know and he he was talking about that he was talking about nobody went broke over paying thirty percent

Hypothesis: Most of us thought that he was very naive.",1
"Premise: From ethnic food shops and vintage clothing stores to electronics and book shops, there are so many interesting shopping spots that it is hard to imagine their breadth and depth.

Hypothesis: There isn't a wide variety of shopping spots.",2
"Premise: but i think a lot of kids it's funny get the same kind of fears like there's somebody under the bed

Hypothesis: I believe that many children think it's amusing, the similar uneasiness that there's someone beneath the bed or hiding in their closet.",1
"Premise: you know Arnold Schwarzenegger is getting to be uh a bit of a variety actor you know at first he was just a big muscle man but he's kind of branching out

Hypothesis: Arnold Schwarzenegger has become somewhat of a variety actor.",0
"Premise: Rehnquist's conferences are no-nonsense.

Hypothesis: Rehnquist was a respected justice.",1
"Premise: The seven grants flow from a new Nonprofit Capacity Building program at the foundation, part of a trend among philanthropists to give money to help organizations grow stronger, rather than to the program services they provide.

Hypothesis: The grants flow from the Executive branch of the United States government.",2
"Premise: uh right now we're actually having uh it's getting nice i mean it was in the high fifties today but three and a half weeks ago we had an ice storm

Hypothesis: Temperatures are still below the freezing point outside.",2
"Premise: Decline in total expenditure (income) elasticity of demand from 0.36 to 0.25 over same period.

Hypothesis: Economists suggest that this change is minor and therefore not noteworthy.",1
"Premise: At the fulcrum is a coffee bar and cafe under a giant screen television flanked by CD listening stations.

Hypothesis: Only members can use the CD listening stations at the side.",1
"Premise: but i think let's see the teams that were there last year were see somebody from California i don't even know who won the pennant last year

Hypothesis: I'm not really interested in last year's teams because I know who the winner was and that's all that counts.",2
"Premise: This one ended up being surprisingly easy!

Hypothesis: This question was very easy to answer. ",0
"Premise: It vibrated under his hand.

Hypothesis: It hummed quietly in his hand.",0
"Premise: Oh, I I haven't quite worked that out.

Hypothesis: I have figured it all out.",2
"Premise:  The Romans never really infiltrated Ibiza, and even after the defeat of Hannibal in 202 b.c. during the Second Punic War their influence was restrained.

Hypothesis: The Romans didn't infiltrate Ibiza.",0
"Premise: This whole unsavory episode brings back memories of skits with Monty Python ! One of my favorite lines was, You are guilty of six--no, seven--charges of heresy.

Hypothesis: This episode reminds me of skits with Monthy Python.",0
"Premise: Yet Mrs. Inglethorp ordered a fire! 

Hypothesis: No one asked for a fire.",2
"Premise: In the short term, U.S. consumers will benefit from cheap imports (as will U.S. multinationals that use parts made in East Asian factories).

Hypothesis: U.S. consumers and factories in East Asia benefit from imports.",0
"Premise: oh you went to the dollar movie yeah yeah they show up at the dollar movie right after they get come out you know they're usually not not that great or didn't do that great anyway let me see let me see another movie i watched uh i want to see is uh that new one uh

Hypothesis: they play at the dollar movie theater because expensive theaters won't make any money on them",1
"Premise: If not the most beautiful, the chateau is certainly the most formidable in the Loire Valley, a real defensive fortress, its black ramparts still forbidding despite having had their towers decapitated on the orders of Henri III.

Hypothesis: The chateau is certainly the least formidable in all of the Loire Valley.",2
"Premise: so i really i really don't have heart burn at all with doing it myself over four nights tie i tied the car up if four days but we're fortunate we didn't need it

Hypothesis: I think I should do it from now on to deal with my heartburn issues.",1
"Premise: but like they always say you know got a good profit sharing plan just no profit

Hypothesis: It's a good way of sharing money, but there's no money.",0
"Premise: I noticed that there was a long branch running out from the tree in the right direction.

Hypothesis: There was a rather lengthy branch that was pointing in the right direction.  ",0
"Premise: and not only is it you know trouble to have to drive but it takes time away from your home and your family when you're out driving

Hypothesis: Driving is difficult because it takes many hours.",1
"Premise: Growth &amp

Hypothesis: Expansion.",0
"Premise: Nonetheless, the rationality of service tiers remains.

Hypothesis: Rationality of service tiers continues on.",0
"Premise: no not it not no it's a it's not something

Hypothesis: It's not something",0
"Premise: The Journal put the point succinctly to  Is any publicity good publicity?

Hypothesis: The Journal asked ""Is any publicity good publicity?""",0
"Premise: Figure 1:  Delivery Points to Stops

Hypothesis: The third figure covers delivery points to stops",2
"Premise: So unlike people who are fortunate enough to be able to afford attorneys and can go to another lawyer, our clients are simply lost in the legal system if they cannot get access to it from us.

Hypothesis: Our clients can afford attorneys and bouncing between lawyers.",2
"Premise: uh i really i miss college i had a good time

Hypothesis: I enjoyed my time in university. ",0
"Premise: ooh it's kind of tough to think of some of the others although i do watch some of some of those frivolous things uh like on Thursday nights at nine o'clock when i get home from aerobics i will watch uh Knots Landing

Hypothesis: I only watch frivolous things on Thursday nights.",1
"Premise: In fact, the Flamingo would launch over two decades of strong mob presence in Las Vegas.

Hypothesis: The Flamingo would launch and a large mob presence would exist in Las Vegas.",0
"Premise: However, assuming the procedural requirements of Chapter 36 are met, changes negotiated by the Postal Service and a mail user for their mutual benefit may merit recommendation under the applicable statutory standards.

Hypothesis: Changes negotiated by the Postal Service and a mail user for their mutual benefit may merit recommendation under the applicable statutory standards.",0
"Premise: Several of the organizations had professional and administrative staffs that provided analytical capabilities and facilitated their members' participation in the organization's activities.

Hypothesis: Many organizations facilitated members' participation in their activities.",0
"Premise: In particular, the model provides a useful framework for assessing the long-term implications of alternative budget policies through their effect on national saving.

Hypothesis: This model is useful for seeing how certain budget policies affect national saving.",0
"Premise: I have been visiting an old woman in the village, she explained, ""and as Lawrence told me you were with Monsieur Poirot I thought I would call for you.""

Hypothesis: I don't know anyone in the village. ",2
"Premise: I'm sure he'll be back to work soon enough- it's only a leg wound, barely broken flesh.

Hypothesis: The legs will be healed soon.",1
"Premise: well the first thing for me is i wonder i see a couple of different ways of talking about what privacy is um if privacy is something that disturbs your private state i mean an invasion of privacy is something that disturbs your private state that's one thing and if privacy is something that comes into your private state and extracts information from it in other words finds something out about you that's another and the first kind of invasion of the first type of privacy seems invaded to me in very much everyday in this country but in the second type at least overtly uh where someone comes in and uh finds out information about you that should be private uh does not seem uh um obviously everyday

Hypothesis: Talking about privacy is a complicated topic, there are a couple different ways of talking about it, for example privacy is something that disturbs your private state...",0
"Premise: Are you ready to train before our ride? Jon asked Adrin.

Hypothesis: Jon wanted Adrin to get better.",1
"Premise: For centuries, the Loire river was a vital highway between the Atlantic and the heart of France.

Hypothesis: The Loire connected central France to the Atlantic.",0
"Premise: A man like me cannot fail… .

Hypothesis: A man such as me cannot fail...",0
"Premise: Angry consumers would complain about cheapo car care.

Hypothesis: Angry consumers don't bother to complain about cheapo car care.",2
"Premise: But it's for us to get busy and do something.""

Hypothesis: ""We need to just stay inside and relax.""",2
"Premise: Do not talk.

Hypothesis: Don't say anything.",0
"Premise: Keep young skins safe by covering them with sunblock or a T-shirt, even when in the water.

Hypothesis: Sunblock should be used to protect skin from the sun.",0
"Premise: Sure, the man yells back, you're in a hot air balloon about 30 feet above this field.

Hypothesis: The man remains silent and merely smiles ",2
"Premise: One opportunist who stayed was Octavius Decatur Gass.

Hypothesis: One opportunist who stayed went by the name Octavius. ",0
"Premise: The regime's response of ferocious repression plus numerous other ineptitudes led to a third revolution in 1848, with the Bonapartists, led by Napoleon's nephew, emerging triumphant.

Hypothesis: The Bonapartists were led by Napoleon's nephew.",0
"Premise: The Black River, at 71 km (44 miles), is the longest in Jamaica; it was an arterial route used to transport rum and lumber from the inland plantations.

Hypothesis: The Black River is measured at seventy-one kilometers in length.",0
"Premise: Well, we will come in and interview the brave Dorcas."" Dorcas was standing in the boudoir, her hands folded in front of her, and her grey hair rose in stiff waves under her white cap. 

Hypothesis: Dorcas will be asked questions and is brave with Grey hair. ",0
"Premise: Funchal's central area boasts the best variety of shops and local products on the island.

Hypothesis: Funchal heavily imports hand-crafted goods because of how many they manage to sell every week.",1
"Premise: There may be a small savings at the factory showrooms in Manacor, where you'll have the biggest choice.

Hypothesis: The factory show rooms are cheaper.",1
"Premise: The percent of total cost for each function included in the model and cost elasticity (with respect to volume) are shown in Table 1.

Hypothesis: Each function cost $1000 to create.",1
"Premise: Well, shut it then, laughed the woman.

Hypothesis: The woman was full of sadness and sat by herself.",2
"Premise: So it was traumatic.

Hypothesis: It wasn't traumatic for me. ",2
"Premise: okay  i guess i'll get back to my laundry

Hypothesis: I think I will go finish up my laundry. ",0
"Premise: The baker was not jolly.

Hypothesis: The baker wasn't happy.",0
"Premise: Programs in Michigan and the District of Columbia received one-year grant terms for 2002.

Hypothesis: Programs in Michigan receive no grants at all. ",2
"Premise: Although it is a significant part of the poverty population, Asians historically have not been able to participate in the services and programs available to the poor, he said.

Hypothesis: Asians are always poor.",1
"Premise: We start with the fine review of a shockingly funny comedy about eye disease.

Hypothesis: The comedy about eye disease was hilarious.",0
"Premise: However, the specific approaches to executing those principles tended to differ among the various sectors.

Hypothesis: Specific approaches to each principle is different in each sector, with the oil industry being the most flexible.",1
"Premise: Poor Dave, she said.

Hypothesis: She was happy for Dave.",2
"Premise: I now submit this report to you and the other designated officials.

Hypothesis: I submit the report to you and the other officials ",0
"Premise: Clearly, GAO needs assistance to meet its looming human capital challenges.

Hypothesis: GAO may need to ease up on some of their superfluous restrictions unrelated to job performance.",1
"Premise: His voice was even and calm, not a hint of rage.

Hypothesis: He was a mess of nerves and rage.",2
"Premise: The Government does not sacrifice anything of value in exchange and the entity that forfeits the property does not receive anything of value.

Hypothesis: The Government does not provide compensation for forfeited property.",0
"Premise: Kyoto's kabuki troupe performs in December and Osaka's in May.

Hypothesis: Kyoto and Osaka have the only kabuki troupes there are.",1
"Premise: uh there's uh some very nice places like the bass which is a uh sort of a huge monolithic rocks that you can you can walk up the beach and into these uh enormous caverns that are partially submerged and you can wade in the pools and so forth very popular tourist spot

Hypothesis: One good thing to visit is the huge rocks near the beach, because you can go inside these amazing caverns, and play in the pools formed in the rocks. ",0
"Premise: The museum is well laid out and the perfect size for relaxing away a couple of hours on a wet day.

Hypothesis: The museum is well designed and just the right size for taking up several hours on a wet day.",0
"Premise: Big Game Fishing and Boat Trips.

Hypothesis: Boat voyages and big game fishing.",0
"Premise: Krugman's column will henceforth be known as The Dismal Science, a phrase too famous to be ownable by anyone, except possibly British essayist Thomas Carlyle (1795-1881), who coined it.

Hypothesis: Krugman writes a column about science each week.",1
"Premise: Hence, it appears likely that the proportion of LC to AO mail is less for inbound mail than for outbound.

Hypothesis: It looks like the proportion of LC to AO mail is less for inbound mail than for outbound.",0
"Premise: The national award was created to recognize an attorney in practice for less than 10 years for excellence in public interest or pro bono activities.

Hypothesis: There is a national award given to attorneys who have been practicing for less than a decade. ",0
"Premise: The FCC will publish a notice in the Federal Register when such approval is granted.

Hypothesis: After approval is granted, the FCC not will publish a notice in the Federal Register.",2
"Premise: yeah uh yeah absolutely and the credit union has nine percent interest so yeah so that's

Hypothesis: The credit union has one hundred percent interest so yeah.",2
"Premise: All-inclusive packages and large resort hotels offer restaurants, sporting activities, entertainment, wide-screen sports channels in the bars, shopping, and a guaranteed suntan.

Hypothesis: Large resort hotel restaurants are the best you can find.",1
"Premise: You know.

Hypothesis: You do not know.",2
"Premise: i can't do any jumping up and down because it makes it hurt

Hypothesis: The pain is too much after jumping, it needs surgery.",1
"Premise: a 808(2) only applies if the agency finds with good cause that notice and public procedure thereon are impracticable, unnecessary, or contrary to the public interest.

Hypothesis: An agency determines if an 808(2) is applicable.",0
"Premise: uh it's in Georgia it's yeah it's right outside of Macon and and it's just a i like the way that i like the way that idea of the south is

Hypothesis: It's located just outside of Macon in Georgia.",0
"Premise: But it was quite a natural suggestion for a layman to make.""

Hypothesis: No one could think of a single idea. ",2
"Premise: Melatonin

Hypothesis: It has ten grams of melatonin.",1
"Premise: It was always a part of me.

Hypothesis: It was never within me.",2
"Premise: Many restaurants and bars have live music.

Hypothesis: Live music can be found at many restaurants and bars. ",0
"Premise: you know things like that But i don't follow any team i check the scores the next morning and i know how everybody's doing and that suffices me But

Hypothesis: I have two favorite teams, and I always watch their games.",2
"Premise: yeah well i'm a hot weather person i'm i can take the heat but i don't like the cold

Hypothesis: I do not like warm weather at all.  ",2
"Premise: well that's good that's great

Hypothesis: Shit, that is bad, that is horrible.",2
"Premise: Everybody has this quote from NBA commissioner David  You cannot strike your boss and still hold your job--unless you play in the NBA.

Hypothesis: NBA commissioner said NBA opens more possibilities than other jobs",2
"Premise: The analyses comply with the informational requirements of the sections including the classes of small entities subject to the rule and alternatives considered to reduce the burden on the small entities.

Hypothesis: The analyses try to follow informational requirements for relevant small entities.",0
"Premise: Upon commencement of commercial operation of each new utility unit under subpart 1 of part B, the unit shall comply with the requirements of subsection (a)(1).

Hypothesis: subsection a1 need also me complied with other a variety of different conditions.",1
"Premise: The Congress, which controls our funding levels, began to include many members who did not support the purpose and goals of a federal civil legal services program.

Hypothesis: the congress has no responsibility when it comes to controlling funding levels. ",2
"Premise: The only drawback is, of course, the large crowds in summer.

Hypothesis: Although it gets crowded in summer, it is still the best time to visit.",1
"Premise: Don't take it to heart, lad, he said kindly.

Hypothesis: He was trying to console the lad.",0
"Premise: And, for the rest of the way home, I recited to them the various exploits and triumphs of Hercule Poirot. 

Hypothesis: I recited to them the various exploits and triumphs of Hercule Poirot for approximately 2 hours.",1
"Premise: In short, most of the whale is incompressible.

Hypothesis: Every part of a whale is compressable.",2
"Premise: um yeah we've tried to do that we've paid ours off you know all the way down to where we had everything down to zero and especially right before i i quit work two years ago to stay home with the kids

Hypothesis: We have paid ours off all the way down to zero.  ",0
"Premise: Sir James's presence in Manchester was not accidental.

Hypothesis: Sir James had come to Manchester with the intent of buying a new carriage.",1
"Premise: i think they prey on people's um inherent politeness on the phone even with a machine i find people being kind of polite and waiting for it to finish what it has to say and then they feel an obligation to respond even though there's not even a person there

Hypothesis: Some people like listening to recorded messages on the telephone. ",1
"Premise: Tommy felt his ascendancy less sure than a moment before.

Hypothesis: Tommy got more sure about his ascendancy.",2
"Premise: In the vaults of the Bank.

Hypothesis: In the cash register at the bank.",2
"Premise: yeah but uh do you have small kids

Hypothesis: Do you have young children?",0
"Premise: Smart men make good thieves, as long as they're desperate.

Hypothesis: A desperate and smart man makes a good thief.",0
"Premise: 3)  Dare you rise to the occasion, like Raskolnikov, and reject the petty rules that govern lesser men?

Hypothesis: Would you rise up and reject any rules that come up",0
"Premise: Accusations of corruption among officials in Rao's administration in 1995 also paved the way for a comeback.

Hypothesis: People accused Rao officials of corruption, which led to a comeback.",0
"Premise: It was made up to look as much like an old-fashioned steam train as possible.

Hypothesis: They dressed it up as a modern bullet train.",2
"Premise: The primary screen must be integrated into the standard intake procedure of the emergency setting and must be the responsibility of the staff to administer to all patients.

Hypothesis: The primary screen is the vital part of this process.",1
"Premise: yeah i can usually i can put in oh probably mid March i can put anything in the ground you know beets and onions and stuff like that

Hypothesis: I can put anything in the ground, but my expertise is definitely with onions.",1
"Premise: i think Buffalo is an up an coming team they're going to they're showing some real promise for the next uh few years

Hypothesis: The team had some good results in last seasons.",1
"Premise: This is the island's main city and financial, governmental, and administrative centre, and its charms match those of other Mediterranean  jewels.  

Hypothesis: The city has a lot of banks and other types of financial institutions. ",0
"Premise: It may be that the best way to read this text in the years ahead will not be with a magnifying glass, but through the looking glass--as a prism to discern what the political culture that produced Nixon shares with our own.

Hypothesis: A prism will be necessary to discern what the political culture that produced Nixon shares with our own.",0
"Premise: There followed the Balkan Wars, in which Turkey lost western Thrace and Macedonia, then World War I, into which Turkey entered on Germany's side.

Hypothesis: Turkey entered the first world war fighting against Germany.",2
"Premise: I am not.

Hypothesis: I am not new to this.",1
"Premise: He was crying like his mother had just walloped him.

Hypothesis: He cried like his mom hit him.",0
"Premise:  Jon sat down on the ground cross legged.

Hypothesis: The man was standing on the ground.",2
"Premise: It's thought he used the same architect who worked on the Taj Mahal.

Hypothesis: Everyone thinks he used a different architect from the one who worked on the Taj Mahal.",2
"Premise: Current Chinese leaders have distinctive characteristics that give them significant advantages over the United States in foreign policy.

Hypothesis: China is better at foreign policy than the US. ",1
"Premise: it depends a lot of uh a lot of things were thought that uh as you know the farmers thought okay we got chemicals we're putting chemicals on the field well the ground will naturally filter out the

Hypothesis: There is not point in putting farming chemicals in the ground.",2
"Premise: Recommendations

Hypothesis: dislikes",2
"Premise: But is the Internet so miraculous an advertising vehicle that Gross will be able to siphon off $400 per person from total ad spending of $1,000 per family--or persuade advertisers to spend an additional $400 to reach each of his customers?

Hypothesis: The internet is so great at advertising that is saved Gross money.",1
"Premise: The chain wielder smiled at her.

Hypothesis: The chain wielder frowned at her.",2
"Premise: The Wall Street Journal Business Bulletin has a fact that dramatizes how profoundly well-off this country is--Americans throw out approximately 12 percent of the stuff they buy at the supermarket.

Hypothesis: Americans just throw away 12 percent of what they buy at supermarkets.",0
"Premise: Number of testimonies

Hypothesis: There are no testimonies.",2
"Premise: This is my old friend, Monsieur Poirot, whom I have not seen for years.""

Hypothesis: Monsieur Poirot is someone I used to work with back in college. ",1
"Premise: Click here for Finkelstein's explanation of why this logic is expedient.

Hypothesis: Do not click here for Finkelstein's explanation of why this logic is silly.",2
"Premise: I've thought it well over  ""

Hypothesis: I thought about it long and hard. ",0
"Premise: It is also sometimes called simply Beaubourg, after the 13th-century neighborhood that surrounds it.

Hypothesis: The neighborhood that surrounds it is from the 10th-century.",2
"Premise: Then, all the time, it was in the spill vase in Mrs. Inglethorp's bedroom, under our very noses? I cried. 

Hypothesis: You mean to say it was stupid for us to look so far and hard when it was always right beside us?",1
"Premise: The spear missed Vrenna by only a hand-span.

Hypothesis: The spear smacked the man in the face. ",2
"Premise: 3)  Dare you rise to the occasion, like Raskolnikov, and reject the petty rules that govern lesser men?

Hypothesis: Would you sit back and watch the world burn?",2
"Premise: A member of the only student-run chapter of the American Civil Liberties Union in New York state, Zelon worked to resolve disputes between students and police officers to help protect the public's right to peaceful protest.

Hypothesis: Zelon is the only student-run chapter of the American Civil Liberties Union in New York state.",0
"Premise: Hey, no problem, a fine policy.

Hypothesis: The worst policy ever.",2
"Premise: He wanted silk and encouraged the Dutch and British as good, nonproselytizing Protestants just interested in trade.

Hypothesis: He had no interest in silk or trading.",2
"Premise: It will be held in the Maryland woods, and the telecast will consist of jittery footage of the contestants' slow descent into madness as they are systematically stalked and disappeared/disqualified by Bob Barker.

Hypothesis: The show will be set in Florida.",2
"Premise: That's why we tried to kill you.

Hypothesis: That's why we saved your life.",2
"Premise: If you have any questions regarding this report, please call me at (202) 512-4841.

Hypothesis: I receive three phone calls a day asking about the report. ",1
"Premise: Strange as it may seem to the typical household, capital gains on its existing assets do not contribute to saving as measured in NIPA.

Hypothesis: The increased equity of a house may not be considered as savings by NIPA.",0
"Premise: right well there's yeah there there's going to be some measure of incentive uh reward or whatever but the reward ultimately ultimately comes down to what you want

Hypothesis: There has to be some sort of incentive.",0
"Premise: yeah uh-huh oh yeah petting zoos and things

Hypothesis: Nothing related to petting zoos.",2
"Premise: There never will be.

Hypothesis: It should happen soon.",2
"Premise: I took to him at once.

Hypothesis: I like him even more now. ",1
"Premise: He pulled his cloak tighter and wished for a moment that he had not shaved his head.

Hypothesis: The man wrapped himself in hos cloak because of the blustering winds and bitter cold outside that evening. ",1
"Premise: uh-huh so do you have to get a shade tolerant grass is that what you're

Hypothesis: All grass seed needs full sun to grow.",2
"Premise: That had been made by the Cadets (Constitutional Democrats) under Prince Lvov.

Hypothesis: The Cadets made that under Prince Vlad.",2
"Premise: yeah maybe the maybe they'll bring their good schools with them  you know if the industry comes

Hypothesis: If the industry comes, it will foster the creation of better schools.",0
"Premise: He married Dona Filipa Moniz (Perestrelo), the daughter of Porto Santo's first governor, and lived on the island for a period, fathering a son there.

Hypothesis: He made a life for himself on the island, marrying Dona Filipa Moniz and siring a son.",0
"Premise: 67 through .67d, provide a mechanism for limiting the issues on which a trial-type hearing is required; allow the Postal Service to explain the unavailability of data that would otherwise have to be filed; and provide for data collection for the duration of the experiment.

Hypothesis: 67 through .67d does not provide mechanism for limiting issue on which trial-type hearing is required allowing postal service to explain unavailability of the data.",2
"Premise: and not only is it you know trouble to have to drive but it takes time away from your home and your family when you're out driving

Hypothesis: Driving is difficult because it is time consuming.",0
"Premise: but like they always say you know got a good profit sharing plan just no profit

Hypothesis: There's a lot of money in this profit sharing plan.",2
"Premise: Rehnquist's conferences are no-nonsense.

Hypothesis: His conferences are serious.",0
"Premise: well what is it

Hypothesis: Don't tell me about it.",2
"Premise: um-hum with the ice yeah

Hypothesis: Correct with the frozen water (ice).",0
"Premise: He's too cautious.

Hypothesis: He's too gung-ho and reckless.",2
"Premise: It incorporates a risk assessment methodology intended to reduce audit planning time and ensure that significant issues are included.

Hypothesis: It mixes a risk assessment methodology into the process to ensure that significant issues are included.",0
"Premise: That had been made by the Cadets (Constitutional Democrats) under Prince Lvov.

Hypothesis: The Cadets made that under Prince Lvov and it was wildly successful.",1
"Premise: The Honorable Bill Archer, Chairman The Honorable Charles B. Rangel Ranking Minority Member Committee on Ways and Means House of Representatives

Hypothesis: Bill Archer has been serving in the House of Representatives for a very long time.",1
"Premise: They greatly outnumber the 6,500-odd human inhabitants mostly white, many the descendants of Huguenots from Brittany and Normandy.

Hypothesis: There are only 5 people who live there.",2
"Premise: In that case, price discrimination can survive.

Hypothesis: When dealing with big ticket items, prices can fluctuate.",1
"Premise: Carmel Man, a relation of the Neanderthal family, lived here 600,000 years ago.

Hypothesis: Carmel Man is a camel representing a cigarette brand.",2
"Premise: Some of the salesladies at this colorful, soft-sell market wear traditional Martinique costumes.

Hypothesis: The market is seen to be colorful, and soft-sell.",0
"Premise: and take it easy now good night

Hypothesis: Goodnight for now, I'll see you tomorrow.",1
"Premise: Most produce is locally grown, with some from the restaurant's own organic garden.

Hypothesis: All of the produce comes from Mexico.",2
"Premise: uh yeah they were uh they were very good i was impressed

Hypothesis: They were impressive to me.",0
"Premise: He was a pilot, not a platoon leader.

Hypothesis: He was no platoon leader, but a lowly pilot.",0
"Premise: Second, reducing the rate of HIV transmission is in any event not the only social goal worth  If it were, we'd outlaw sex entirely.

Hypothesis: Reducing HIV is important, but there are also other worthy causes.",0
"Premise: The disputes among nobles were not the first concern of ordinary French citizens.

Hypothesis: Nobles having disputes were not the first concern for ordinary French citizens.",0
"Premise:  From Sant Francesc, take the road that leads southwest to Cap Berber?­a (the southernmost point in the Balearics).

Hypothesis: Cap Berbera is the southernmost point and is very cold.",1
"Premise: If you have any questions about this report, please contact Henry R. Wray, Senior Associate General Counsel, at (202) 512-8581.

Hypothesis: Henry R. Wray, Senior Associate General Counsel, can be contacted at (202) 512-8581.",0
"Premise: Working groups were established to coordinate training statewide, to focus on the establishment of a statewide website and to continue coordination and sharing in technology matters.

Hypothesis: Groups were formed to disband training around the state.",2
"Premise: They even smiled at Susan and she smiled back.

Hypothesis: They frowned at Susan.",2
"Premise: Hong Kong has long been China's handiest window on the West, and the city is unrivaled in its commercial know-how and managerial expertise.

Hypothesis: Hong Kong is a great place to find commercial know-how if you are hiring someone new.",1
"Premise: He walked out into the street and I followed.

Hypothesis: I followed him down the street.",0
"Premise: This northern beach of magnificent tan sand is most agreeably reached by boat.

Hypothesis: The beach has beautiful sand.",0
"Premise: At 79 m (260 ft) wide and 36 m (118 ft) high, it was built by the Ptolemies during a total reconstruction of the temple in the years 237 105 b.c.

Hypothesis: The Ptolomies never built any temples at all.  ",2
"Premise: Consider the Globe : As the respectable media have become sleazy, the Globe has become sleazier.

Hypothesis: As the Globe gets sleazier, the respectable media becomes less so.",2
"Premise: The rule prohibits the sale of nicotine-containing cigarettes and smokeless tobacco to individuals under the age of 18; requires manufacturers, distributors, and retailers to comply with various conditions regarding the sale and distribution of these products; requires retailers to verify a purchaser's age by photographic identification; prohibits all free samples; limits the distribution of these products through vending machines and self-service displays by permitting such methods of sale only in facilities where access by individuals under 18 is prohibited; limits the advertising and labeling to which children and adolescents are exposed; prohibits promotional, non-tobacco items such as hats and tee shirts; prohibits sponsorship of

Hypothesis: This rule will make the sale of tobacco products to people under 18 years old legal in every state and Mexico. ",2
"Premise: Nash showed up for an MIT New Year's Eve party clad only in a diaper.

Hypothesis: Nash showed up in a suit.",2
"Premise: The church has an even more elaborate Baroque pulpit.

Hypothesis: The church has a Barogue style pulpit",0
"Premise: You have to have good peripheral vision and you have to really concentrate.

Hypothesis: It takes extreme focus and a strong awareness of your visual surroundings.",0
"Premise: yeah that's probably a  a little bit under what it is for this time of year i i think i haven't seen the weather the news the weather on the news in the evening lately but i think the average high would be it should be about seventy

Hypothesis: The evening news is the same time my favorite show comes on.",1
"Premise: The category of qualifying teen-agers and women could include all recipients of welfare or other public assistance (including daughters of recipients) who are competent to give informed consent to the implant procedure.

Hypothesis: Women who are on welfare qualify for the implant procedure.",0
"Premise: and see the thing is you know he go out and he'll spend it when he wants you know and uh uh i'm afraid to i'm afraid to use that credit card

Hypothesis: I'm scared to use the credit card.",0
"Premise: Black professionals braid their hair to display their ethnic pride.

Hypothesis: Blacks braid their hair because they're forced to.",2
"Premise: General Accounting Office, A Model of Strategic Human Capital Management, GAO-02-373SP (Washington, D.C.: Mar.

Hypothesis: The GAO is a model of strategic human capital management.",0
"Premise: The baker was not jolly.

Hypothesis: The baker was very festive last night.",2
"Premise: Many Greeks in Asia Minor were forced to leave their homes and brought an influence of eastern cadences with them.

Hypothesis: Many of the Greeks living in Asia minor had to flee. ",0
"Premise: If you have the energy to climb the 387 steps to the top of the south tower, you will be rewarded with a stunning view over the city.

Hypothesis: There are 400 steps to the top of the south tower.",2
"Premise: The sacred is not mysterious to her.

Hypothesis: The woman does not know anything sacred.",2
"Premise: All-inclusive units are in villas and a great house in tropical setting overlooking Caribbean.

Hypothesis: The all-inclusive units are considered villas.",0
"Premise: well that's not why i got it right  how do you like your tread mill

Hypothesis: I got it because it was on sale.",1
"Premise: Respondents to the Board's question on whether the alternatives of presenting costs of Federal mission PP&amp

Hypothesis: The board had no questions about the alternatives of presenting federal costs.",2
"Premise: Hang it all! said Tommy indignantly.

Hypothesis: Tommy didn't realize he was being indignant.",1
"Premise: Despite their 17th-century origins, these gardens avoid the rigid geometry of the Tuileries and Ver?­sailles.

Hypothesis: The gardens are not shaped like the Tuileries or Versailles.",0
